destination;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bonaire, Sint Eustatius and Saba;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;China, Hong Kong Special Administrative Region;China, Macao Special Administrative Region;Colombia;Comoros;Congo;Cook Islands;Costa Rica;C?te d'Ivoire;Croatia;Cuba;Cura?ao;Cyprus;Czech Republic;Democratic People's Republic of Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia (Federated States of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Republic of Korea;Republic of Moldova;R?union;Romania;Russian Federation;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;State of Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Thailand;The former Yugoslav Republic of Macedonia;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom of Great Britain and Northern Ireland;United Republic of Tanzania;United States of America;United States Virgin Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela (Bolivarian Republic of);Viet Nam;Wallis and Futuna Islands;Western Sahara;Yemen;Zambia;Zimbabwe
Sweden;4287;374;1681;;;433;;;2435;341;;2240;6021;189;16;54;2937;101;449;1201;;22;;10;2349;;51526;49;3496;;;3508;34;83;294;324;108;2280;;11;28;;26842;8807;561;;7317;;160;;207;315;5229;1489;;453;321;56;999;38190;57;46;245;950;2085;2332;11;3054;10253;11907;;;36;195447;5602;;;4;2501;132;38155;981;;10851;;40;;;658;112;78;106;107;;210;14127;3530;11110;1624;51101;49372;1108;;1517;6337;195;2283;1068;173;1267;;809;46;362;2305;20038;21;558;374;;785;120;73;40;961;7;51;87;;;20;133;;1079;;15;39;0;;4492;196;125;48;;154;4532;;636;404;12;701;;;42464;7;3100;;201;23;130;4531;5460;40123;2514;;23;9170;74;;11776;6523;113;;;29;;;17;;;836;230;0;47;217;509;;243;683;;13082;1016;;5079;5854;1018;710;21;16;;2389;14162;65;10353;2362;;232;;20;234;2728;31894;56;;;2393;1459;351;14602;846;14413;;2227;155;;449;10898;;;173;245;254
Switzerland;2740;1304;6648;;32;4709;;80;6009;459;;4099;44509;333;84;224;1385;52;761;10749;47;380;;56;2238;;38666;44;24450;;32;3708;431;408;1496;1803;4879;8364;;147;216;;5238;11538;;;7917;21;955;;600;2005;14894;2142;;265;9460;361;4393;4020;68;197;7223;3213;4368;490;24;4483;346;3297;;;49;3716;100144;;;180;473;448;241379;1909;;5770;;33;;;686;778;205;99;1252;;382;11132;215;12645;2504;6078;4932;2341;;2537;176442;554;4993;456;1368;2310;;300;300;720;1006;4222;54;303;734;1715;715;1619;1202;77;1609;46;283;202;;;84;1982;;4306;;181;460;1989;;11902;912;157;189;;654;16239;;1267;419;146;2326;;;1625;56;2946;;348;180;669;6523;9117;16247;130398;;48;2366;750;;9315;12253;731;;;42;;;;;40;635;1559;82923;165;238;1241;;5750;2561;;3167;5200;;40529;21648;119;686;76;74;6953;;2134;121;13518;39114;;1230;;;231;7454;57493;49;;;537;4638;262;31112;622;25521;;1175;451;;2671;8220;;;289;269;738
Syrian Arab Republic;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;443;;;;;294205;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;17118;;138;;;;;;;207;;;69;180;;;;;720;;;;;;;;;;;;27;;;;;;;54;;;;;;52;;;;;;;;;;;;;;166;;139;;;;;;;;;;;;;;;;;;;;703;143;;;;;;;;;;;;;;;;;654;;1267;68;;;;;;;;889;;;;11924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;117;;26;;;;;40;125;;;;;;;41;;;;;833;;;251899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;;;;;;;822;473;;;;1279;;333;;291;26;;7971;;;;;;;27;
Thailand;20;;;;;;;;;;;1595;;;;;1949;;;;;;;;;;;;;;;;;;;153382;;907;;;;;;200;;;;;;;;2;;;;;;0;2;437;;;;;0;;;;;0;;;;;1343;;;;;;2531;;;;;;;;;;;;;;;;;9112;549;21;36;;;;658;;9971;;;;;;;289386;;;;1;;;;;;;1290;;;;;;;;;;;;;;;;;734129;;;15494;406;;2403;;;;;;805;;2930;;;;;;1264;;143;;;1262;;;;;1;;;;;;;;;0;;;;;803;;;;;19;;;;10226;3;1;;;670;997;;;;;;0;;;;;1;;;;0;;;59;;4411;;;;;;8340;;;0;;0
The former Yugoslav Republic of Macedonia;;69367;;;;;;;;;;;;;;;;;;;;;;;;;7614;;;;;938;;;;;;;;;;;;;;;;;;;;;1253;;;;47;;;;;;;;1717;;;;;;;;;;;;;;;;38;;;205;;;;;;;;;;;;72;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8065;;;;;;;;;;;;;;;;;;;;;;;;;88;;;;;;;21;189;;;;;;;;;;;;15656;;;;;33;225;;;;;;;;;;;;;;;;;;;;;;;18717;;;;;57;;;;;;;;;;;;;;;
Timor-Leste;;;;;;;;;;;;482;;;;;122;;;;;;;;;;;;181;;;;;;;;;;;;;;;1104;;;;;;;;;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5337;;;;;;;;;;;;;;;;;;;;;;;;;;159;;;;;;;;;;;;;;;;;;;;;;;165;;;;;;;;226;;;;;;673;;308;;;;;;;;;;;;;;;;;;;;;;68;;;;;;;;;;;;;;;;;;143;;;;;;;;;;;;;;;;;66;;;;;;192;;;;;
Togo;;;;;;;;;;;;;;;;;;;;32;;36899;;;;;;;;;;;8781;;23;;423;23;;226;433;;;313;;;;;155;;;2017;;;;;;;351;;;;;;;;63;;;;;;;;1277;;;545;646;;101;26455;;;;;;;;1970;77;;;;;;;;;;;;;;;;;;;;;;;;;;;102;;;;;;;;;2699;;;;85;;;;;;;;;;;;;;;;;;;22364;16087;;;;;;;;;;;;;;;;;;;;;1452;;;;;;;;23;;612;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;;;;;;;;;;;
Tokelau;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;
Tonga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;466;;;;;;;;;;;;;;;;;;;;;;;;;177;;;;;;;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;;;;;;;;;;;;;;;;;;1573;;;;;;;;;;;;;;;;;;;;947;;;;;;461;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;135;;;;;11148;;;;;;5264;;;;;;620;;;;;;;;798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;267;;;;;;;;;;;184;;;;;;;;;;;;;976;;8384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2090;;3501;;;;;1413;;;;;;
Tunisia;;;9967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;628;;;;;;;;;;;;;693;;;;;;;;;;4754;;;;;;1031;;;;;;;;;;;;;;;;;;;;11;;;;1608;;;;;;;;;;;;;;1791;;;;;;;;229;;;;430;;;;;;;;;6558;;;;;;;;;;;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;;;;;;;;;;;;;;727;;;;;;434;;;;;;;;;;;;;;;;;;;269;;;;;;;;;;;
Turkey;9020;3086;603;;;;;;131;740;;2736;13354;15638;;;307;;280;8152;;;;;;;2839;;320;70;;447912;;;;;;1329;;;;;41;1634;54;;44;;;;51;;207;40;;9679;1056;28;28;3135;;;;;717;;;;105;56;;;;1557;14882;;;;;6065;254815;134;;55164;;;44;0;;;;;;;;485;40;485;167;13427;8922;501;;2533;2648;;1865;836;4654;162;;266;1632;;61;1054;;;2861;;243;42;;;247;;;40;;;;;;143;;;178;;;437;;36;;;;20329;;270;;;272;;;3310;24;1060;;;;;50;544;3181;209;;30;477;2173;;19316;18497;;;;;;;;;;4094;63;;;;185;;293;136;;34;275;;1126;36;748;212;;71;4969;9659;4995;248;136;134372;;;;;;475;;1894;;;;3893;41;17619;207;12649;;41;7375;;37;29;;;64;;
Turkmenistan;;;;;;;;;;7800;;;;8497;;;;;4305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2069;;;;;;;;;;;;;;;;;;;3565;;;;;;;;;20198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5367;;;;;;;94517;;;;;;;;
Turks and Caicos Islands;;;;;;;;;;;;;;;459;;;;;;;;;;;;;;;;;;;;;;;406;;;;;;;;;;;;;;;;;;;;;;;;;692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;386;;676;;;;;;;;;;;
Tuvalu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;
Uganda;;;;;;;;;;;;;;;;;151;;;47;;;;;;;;;;;;;;16392;;;;280;;;;;;432;;;;;;;;;;;;;;157;95138;185;;;;;;;;27;;216;;;;;263;;;;;;246;;;43;;;;;;;;;;;;;;4140;;;;;;;427;;215;;;43034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;226;;;;;;;;;;683;;;;;;;;;;;185;;;;322;78758;;;;;;;;;;;;;;;;;;;1254;;;64;;;360660;;;;;;;;;;;;;;;;;;;;;;1264;25776;1013;;;;;;;;;;;
Ukraine;2416;;;;;;;;;54082;;;;94083;;;;;280687;;;;;;;;;;;;;1983;;;;;;;;;;;;7502;;;;;;;;;;;;;;;;;;;;;;;;;11687;;;;;;;;;;;73621;1239;;;;;;;;;;;;;;;;;4364;;2443;;;;4291;;;;4247;254065;;;;30557;;22289;2019;;;;;27916;;;;;;;;;;;;;;;;;;;1988;;;;;;;;;;;;;;;;;;;;;;;3520;;;;;171185;;;3745842;;;;;;;;;;;;;;;;;;;;;;;;;1731;;;;;;4255;33574;;;;;;;;;1550;25840;;;;;;;;3132;;;251285;;;14166;;;;;
United Arab Emirates;2668;;;;;;;;;;;;;;;795;297610;;;;;;;;;;;;;;;;;;;;;;;;1739;;;;;;;;;;;;;;;;;;;;;;;;261834;;;6295;;4433;;;;;1868;;;;;;;;;;;;;;;;;;;;;;;915848;94285;;;;;;;;;47494;;;;21687;;;;9024;;;;;;;;;;;;;;;;;;;;;;;;3188;;;;;2832;1450;;;;;2319;;;;;305782;;;;;;128860;;;;210;;;;;;;;;;;;;;;1604;;;;;;;;;;4221;;6723;;45240;18990;54597;;;;;22036;;3647;;;;;;;1922;16010;;;;;;;14201;;5615;;;;;;;;;72861;;
United Kingdom of Great Britain and Northern Ireland;14382;2227;10318;;26;5717;666;3764;6561;572;772;104295;18851;544;1735;4047;149241;20891;1108;20943;1191;226;2892;86;1103;;6470;1975;14710;334;2692;5178;94;1953;319;680;3125;70115;1043;299;180;12513;4966;144073;74718;;11920;60;3162;;355;2697;6757;1044;;75098;11819;11;8280;18023;232;6517;504;2936;23885;569;53;6334;1943;7524;266;1105;3349;10943;91911;;98;126;3796;537;257322;54254;7500;34008;36;9460;;;481;255;373;20182;154;;412;12721;1492;452144;6499;41087;31162;515544;6642;11503;103689;141559;36294;3001;848;125340;168;5682;129;450;4132;10106;320;1524;8836;27;4214;1177;765;11934;48230;190;117;29178;;;29;26180;;4882;;215;288;705;8935;11941;3244;9590;1195;6;5741;39100;139;56350;221;97;85449;;;13348;1954;310526;;476;1023;486;3933;38793;58696;35344;;1026;11898;430;15;7379;15125;2294;3329;6302;7993;;6855;264;;87;8497;699;5651;2808;16485;39131;;5097;1192;302;42089;136720;;52676;65693;;10319;255;828;21773;15488;4028;97;15716;1241;2293;530;;137;20581;2967;52296;91;126;;53378;11512;5226;;31553;153185;152;935;506;121;3846;22566;;;12085;20818;47888
United Republic of Tanzania;;;;;;1018;;;;;;;;;;;;;;;;;;;;;;116;;;;;;608669;;;;247;;;;;;;;;;487;23143;;;;;;;;;;110786;;;;;;;;;;;;;;;;;;;;;;810;;;;;;;;;;;;;;;;;6642;;;;;;;482;;;;;30272;;;;;;;113;;;;;;;7098;;;;;;;;161;;;;;;;;;46739;;526;;;;;;;;;;;;;545;;;;;;;;;;;;;;;;49366;;;;;;;;;;;;305;;;;;;;3655;582;;;;;;;74;;;;;;;;;;;;;;;;;12286;;;912;;1082;;;;;;;;;;13584;693
United States of America;45195;38663;10882;;;4365;;18324;125218;65280;3814;60965;63648;14205;28076;;95294;52172;38503;33895;40151;;8379;;53278;;98766;;212428;;;35090;;;26606;136978;11765;820771;;;;;80804;1315072;203580;6718;509872;;;;71870;7173;40908;872716;;11087;83081;;4989;31422;;15639;687677;298626;113396;817336;;17518;9785;69531;;;30890;21408;151154;;;;5765;10528;706704;65572;;165750;;29272;;;480665;5062;;211189;419317;;282852;92017;5553;1022552;72552;283226;89892;156474;;109719;473338;553827;347539;46794;9154;40682;;20367;2376;204284;27232;105910;;39029;5364;;28490;2150;;;49459;;;8560;6318;;;;;9177487;7088;;;;3905;34682;;32588;;;11715;94570;;22872;220335;;134940;;;32207;;223477;;105177;;11980;278186;1369070;466742;378690;1537394;;864125;19507;;135966;340177;;;11054;13524;;19984;16438;;;21083;10534;10284;;20831;20762;;;5973;;35760;63558;;82858;25263;25070;19790;5579;;49724;43106;54561;2665;169801;18680;;;;17269;197398;6330;78378;896;;;11741;275153;6744;677751;11389;;;25038;23029;;107031;988174;;;19210;5987;10686
United States Virgin Islands;;;;;;;1103;4832;;;520;;;;;;;361;;;;;;;;412;;;;2727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4909;3194;;;;;;;;;;;;;;;;;;;;;;;578;;;;;;;506;;;;;;;;;;;;;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;810;;;;;;;;;;;;;;;;;;;;;;;;;;4316;;;;;;;;;7054;3454;;539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2130;;;;;;;;;;;15712;;;;;;;;;;;
Uruguay;;;;;;;;;21691;;;;;;;;;;;;;;;;;;;;11507;;;;;;;;;355;;;;;1455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;816;;;;;;1563;;;;;;;;;;;;;;;;;;;;;;;;13403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;602;;;;;;;;;;;;;;;;;;;;;;;;;;1160;104;;1318;633;;;;;;690;;;;;;;;;;;;;;;;;;;;;;;;24303;;;;;;;;;;;;;;;;;;;;;;;;;513;;705;;;;;659;;;;;;
Uzbekistan;;;;;;;;;;7498;;;;22744;;;;;28456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9353;;;;;;;;;;;;;;;;;;;;;;;;;;;;20868;;;;5110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1085999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12002;;;;;;;;;;796;;;;131027;;;;;;;;;;;;;;;
Vanuatu;;;;;;;;;;;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146;173;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;95;;;;;;;;;;;;;
Venezuela (Bolivarian Republic of);;16;81;;;161;;;8724;29;415;127;802;;;;;83;;392;17;;;;1838;876;20;;4828;;;122;;;;;;964;;;;;15733;9988;490;;617182;;;;1178;;351;9928;;13;321;40;;124;;8;14293;28999;258;908;;24;45;28;;;;62;3657;25;;;;11;3977;27;;772;;235;;;433;;;6698;1689;;309;878;;221;51;118;66;53;;601;49982;126;452;264;;;;61;;;121;6718;;;119;;126;;;;29;;;;;36;;;;3115;;;;233;;1075;46;;;;;603;;15;1934;;86;;;77;;11;;976;;239;36348;138;779;54176;534;;237;;;748;576;;;;25;;103;;;;1212;12;711;;;15;;20;88;;;65;;77650;;410;;61;;140;652;13367;;60;;;;;;2765;12;111;;;;;180;;1635;;10159;;4692;;;;10;;;;;13
Viet Nam;;;;;;;;;;;;45;;;;;1244;;;;;;;;;;;;;;;;;;;15945;;201;;;;;;2573;;;;;;;;;;;;;;648;;;;;;;;;;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;933;5662;;;;;;;;471;;;;;;;3994;;;;;;;;;;;79;;;;;;;;;;;;;;;;;6807;;;774;;;;;;;;;;;166;;;;;;70;;;;;196;;;;;;;;;;;;;;;;;;;1046;;;;;;;;;278;;;;;;;;;7145;;;;;;;;;;;;;;;3613;;1359;;;;;;;;;;;
Wallis and Futuna Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;594;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;;;;;;;;;;;1114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181;;;;;;;
Western Sahara;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171;;;;;;;;;;;;;;;606;640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;237;;;;345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9206;;;2566;;1203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;69012;;;;;2794;20102;;;;;2411;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;
Zambia;;;;;;220248;;;;;;83;;;;;;;;;;;;;;;;111;;;;;;1796;;;18;157;;;;;;166;;;;;1794;;;;;;;;;;58237;;;;;;83;;;;;;;;;;55;;;;;;157;166;;;;;;;;;;;;;;;;3468;;;;;;;;;129;;;249;;;;;;;;;;;;;;6937;;;194;;;;;;;;;;;;;;545;;101;;;;;;;;138;;;;;;;;;;;;;;;;;;;;;3662;;;;;;;;;;166;;;;;;;;;;1535;;;;;;;;;;;;;;;;;;;;;;;;370;;;1036;4322;462;;;;;;;;;;;9056
Zimbabwe;;;;;;;;;;;;;;;;;;;;;;;;;;;;4012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92989;;;;;;;;;;;;;;;;;197830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17024;;;;;;;;;;;;;;;;;;;;;;;;;;;23747;;;;;;;;;;;;26337;
